PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,Family
445,1,3,male,26,8.1125,S,Mr,1
446,1,1,male,4,81.8583,S,Master,3
447,1,2,female,13,19.5,S,Miss,2
448,1,1,male,34,26.55,S,Mr,1
449,1,3,female,5,19.2583,C,Miss,4
450,1,1,male,52,30.5,S,Major,1
451,0,2,male,36,27.75,S,Mr,4
452,0,3,male,26,19.9667,S,Mr,2
453,0,1,male,30,27.75,C,Mr,1
454,1,1,male,49,89.1042,C,Mr,2
455,0,3,male,26,8.05,S,Mr,1
456,1,3,male,29,7.8958,C,Mr,1
457,0,1,male,65,26.55,S,Mr,1
458,1,1,female,34,51.8625,S,Mrs,2
459,1,2,female,50,10.5,S,Miss,1
460,0,3,male,26,7.75,Q,Mr,1
461,1,1,male,48,26.55,S,Mr,1
462,0,3,male,34,8.05,S,Mr,1
463,0,1,male,47,38.5,S,Mr,1
464,0,2,male,48,13.0,S,Mr,1
465,0,3,male,26,8.05,S,Mr,1
466,0,3,male,38,7.05,S,Mr,1
467,0,2,male,30,0.0,S,Mr,1
468,0,1,male,56,26.55,S,Mr,1
469,0,3,male,26,7.725,Q,Mr,1
470,1,3,female,0,19.2583,C,Miss,4
471,0,3,male,26,7.25,S,Mr,1
472,0,3,male,38,8.6625,S,Mr,1
473,1,2,female,33,27.75,S,Mrs,4
474,1,2,female,23,13.7917,C,Mrs,1
475,0,3,female,22,9.8375,S,Miss,1
476,0,1,male,41,52.0,S,Mr,1
477,0,2,male,34,21.0,S,Mr,2
478,0,3,male,29,7.0458,S,Mr,2
479,0,3,male,22,7.5208,S,Mr,1
480,1,3,female,2,12.2875,S,Miss,2
481,0,3,male,9,46.9,S,Master,8
482,0,2,male,30,0.0,S,Mr,1
483,0,3,male,50,8.05,S,Mr,1
484,1,3,female,63,9.5875,S,Mrs,1
485,1,1,male,25,91.0792,C,Mr,2
486,0,3,female,21,25.4667,S,Miss,5
487,1,1,female,35,90.0,S,Mrs,2
488,0,1,male,58,29.7,C,Mr,1
489,0,3,male,30,8.05,S,Mr,1
490,1,3,male,9,15.9,S,Master,3
491,0,3,male,26,19.9667,S,Mr,2
492,0,3,male,21,7.25,S,Mr,1
493,0,1,male,55,30.5,S,Mr,1
494,0,1,male,71,49.5042,C,Mr,1
495,0,3,male,21,8.05,S,Mr,1
496,0,3,male,26,14.4583,C,Mr,1
497,1,1,female,54,78.2667,C,Miss,2
498,0,3,male,26,15.1,S,Mr,1
499,0,1,female,25,151.55,S,Mrs,4
500,0,3,male,24,7.7958,S,Mr,1
501,0,3,male,17,8.6625,S,Mr,1
502,0,3,female,21,7.75,Q,Miss,1
503,0,3,female,21,7.6292,Q,Miss,1
504,0,3,female,37,9.5875,S,Miss,1
505,1,1,female,16,86.5,S,Miss,1
506,0,1,male,18,108.9,C,Mr,2
507,1,2,female,33,26.0,S,Mrs,3
508,1,1,male,41,26.55,S,Mr,1
509,0,3,male,28,22.525,S,Mr,1
510,1,3,male,26,56.4958,S,Mr,1
511,1,3,male,29,7.75,Q,Mr,1
512,0,3,male,26,8.05,S,Mr,1
513,1,1,male,36,26.2875,S,Mr,1
514,1,1,female,54,59.4,C,Mrs,2
515,0,3,male,24,7.4958,S,Mr,1
516,0,1,male,47,34.0208,S,Mr,1
517,1,2,female,34,10.5,S,Mrs,1
518,0,3,male,26,24.15,Q,Mr,1
519,1,2,female,36,26.0,S,Mrs,2
520,0,3,male,32,7.8958,S,Mr,1
521,1,1,female,30,93.5,S,Miss,1
522,0,3,male,22,7.8958,S,Mr,1
523,0,3,male,26,7.225,C,Mr,1
524,1,1,female,44,57.9792,C,Mrs,2
525,0,3,male,26,7.2292,C,Mr,1
526,0,3,male,40,7.75,Q,Mr,1
527,1,2,female,50,10.5,S,Miss,1
528,0,1,male,41,221.7792,S,Mr,1
529,0,3,male,39,7.925,S,Mr,1
530,0,2,male,23,11.5,S,Mr,4
531,1,2,female,2,26.0,S,Miss,3
532,0,3,male,26,7.2292,C,Mr,1
533,0,3,male,17,7.2292,C,Mr,3
534,1,3,female,21,22.3583,C,Mrs,3
535,0,3,female,30,8.6625,S,Miss,1
536,1,2,female,7,26.25,S,Miss,3
537,0,1,male,45,26.55,S,Major,1
538,1,1,female,30,106.425,C,Miss,1
539,0,3,male,26,14.5,S,Mr,1
540,1,1,female,22,49.5,C,Miss,3
541,1,1,female,36,71.0,S,Miss,3
542,0,3,female,9,31.275,S,Miss,7
543,0,3,female,11,31.275,S,Miss,7
544,1,2,male,32,26.0,S,Mr,2
545,0,1,male,50,106.425,C,Mr,2
546,0,1,male,64,26.0,S,Mr,1
547,1,2,female,19,26.0,S,Mrs,2
548,1,2,male,30,13.8625,C,Mr,1
549,0,3,male,33,20.525,S,Mr,3
550,1,2,male,8,36.75,S,Master,3
551,1,1,male,17,110.8833,C,Mr,3
552,0,2,male,27,26.0,S,Mr,1
553,0,3,male,26,7.8292,Q,Mr,1
554,1,3,male,22,7.225,C,Mr,1
555,1,3,female,22,7.775,S,Miss,1
556,0,1,male,62,26.55,S,Mr,1
557,1,1,female,48,39.6,C,Lady,2
558,0,1,male,41,227.525,C,Mr,1
559,1,1,female,39,79.65,S,Mrs,3
560,1,3,female,36,17.4,S,Mrs,2
561,0,3,male,26,7.75,Q,Mr,1
562,0,3,male,40,7.8958,S,Mr,1
563,0,2,male,28,13.5,S,Mr,1
564,0,3,male,26,8.05,S,Mr,1
565,0,3,female,21,8.05,S,Miss,1
566,0,3,male,24,24.15,S,Mr,3
567,0,3,male,19,7.8958,S,Mr,1
568,0,3,female,29,21.075,S,Mrs,5
569,0,3,male,26,7.2292,C,Mr,1
570,1,3,male,32,7.8542,S,Mr,1
571,1,2,male,62,10.5,S,Mr,1
572,1,1,female,53,51.4792,S,Mrs,3
573,1,1,male,36,26.3875,S,Mr,1
574,1,3,female,21,7.75,Q,Miss,1
575,0,3,male,16,8.05,S,Mr,1
576,0,3,male,19,14.5,S,Mr,1
577,1,2,female,34,13.0,S,Miss,1
578,1,1,female,39,55.9,S,Mrs,2
579,0,3,female,21,14.4583,C,Mrs,2
580,1,3,male,32,7.925,S,Mr,1
581,1,2,female,25,30.0,S,Miss,3
582,1,1,female,39,110.8833,C,Mrs,3
583,0,2,male,54,26.0,S,Mr,1
584,0,1,male,36,40.125,C,Mr,1
585,0,3,male,26,8.7125,C,Mr,1
586,1,1,female,18,79.65,S,Miss,3
587,0,2,male,47,15.0,S,Mr,1
588,1,1,male,60,79.2,C,Mr,3
589,0,3,male,22,8.05,S,Mr,1
590,0,3,male,26,8.05,S,Mr,1
591,0,3,male,35,7.125,S,Mr,1
592,1,1,female,52,78.2667,C,Mrs,2
593,0,3,male,47,7.25,S,Mr,1
594,0,3,female,21,7.75,Q,Miss,3
595,0,2,male,37,26.0,S,Mr,2
596,0,3,male,36,24.15,S,Mr,3
597,1,2,female,28,33.0,S,Miss,1
598,0,3,male,49,0.0,S,Mr,1
599,0,3,male,26,7.225,C,Mr,1
600,1,1,male,49,56.9292,C,Sir,2
601,1,2,female,24,27.0,S,Mrs,4
602,0,3,male,26,7.8958,S,Mr,1
603,0,1,male,41,42.4,S,Mr,1
604,0,3,male,44,8.05,S,Mr,1
605,1,1,male,35,26.55,C,Mr,1
606,0,3,male,36,15.55,S,Mr,2
607,0,3,male,30,7.8958,S,Mr,1
608,1,1,male,27,30.5,S,Mr,1
609,1,2,female,22,41.5792,C,Mrs,4
610,1,1,female,40,153.4625,S,Miss,1
611,0,3,female,39,31.275,S,Mrs,7
612,0,3,male,26,7.05,S,Mr,1
613,1,3,female,21,15.5,Q,Miss,2
614,0,3,male,26,7.75,Q,Mr,1
615,0,3,male,35,8.05,S,Mr,1
616,1,2,female,24,65.0,S,Miss,4
617,0,3,male,34,14.4,S,Mr,3
618,0,3,female,26,16.1,S,Mrs,2
619,1,2,female,4,39.0,S,Miss,4
620,0,2,male,26,10.5,S,Mr,1
621,0,3,male,27,14.4542,C,Mr,2
622,1,1,male,42,52.5542,S,Mr,2
623,1,3,male,20,15.7417,C,Mr,3
624,0,3,male,21,7.8542,S,Mr,1
625,0,3,male,21,16.1,S,Mr,1
626,0,1,male,61,32.3208,S,Mr,1
627,0,2,male,57,12.35,Q,Rev,1
628,1,1,female,21,77.9583,S,Miss,1
629,0,3,male,26,7.8958,S,Mr,1
630,0,3,male,26,7.7333,Q,Mr,1
631,1,1,male,80,30.0,S,Mr,1
632,0,3,male,51,7.0542,S,Mr,1
633,1,1,male,32,30.5,C,Dr,1
634,0,1,male,41,0.0,S,Mr,1
635,0,3,female,9,27.9,S,Miss,6
636,1,2,female,28,13.0,S,Miss,1
637,0,3,male,32,7.925,S,Mr,1
638,0,2,male,31,26.25,S,Mr,3
639,0,3,female,41,39.6875,S,Mrs,6
640,0,3,male,26,16.1,S,Mr,2
641,0,3,male,20,7.8542,S,Mr,1
642,1,1,female,24,69.3,C,Mlle,1
643,0,3,female,2,27.9,S,Miss,6
644,1,3,male,26,56.4958,S,Mr,1
645,1,3,female,0,19.2583,C,Miss,4
646,1,1,male,48,76.7292,C,Mr,2
647,0,3,male,19,7.8958,S,Mr,1
648,1,1,male,56,35.5,C,Col,1
649,0,3,male,26,7.55,S,Mr,1
650,1,3,female,23,7.55,S,Miss,1
651,0,3,male,26,7.8958,S,Mr,1
652,1,2,female,18,23.0,S,Miss,2
653,0,3,male,21,8.4333,S,Mr,1
654,1,3,female,21,7.8292,Q,Miss,1
655,0,3,female,18,6.75,Q,Miss,1
656,0,2,male,24,73.5,S,Mr,3
657,0,3,male,26,7.8958,S,Mr,1
658,0,3,female,32,15.5,Q,Mrs,3
659,0,2,male,23,13.0,S,Mr,1
660,0,1,male,58,113.275,C,Mr,3
661,1,1,male,50,133.65,S,Dr,3
662,0,3,male,40,7.225,C,Mr,1
663,0,1,male,47,25.5875,S,Mr,1
664,0,3,male,36,7.4958,S,Mr,1
665,1,3,male,20,7.925,S,Mr,2
666,0,2,male,32,73.5,S,Mr,3
667,0,2,male,25,13.0,S,Mr,1
668,0,3,male,26,7.775,S,Mr,1
669,0,3,male,43,8.05,S,Mr,1
670,1,1,female,34,52.0,S,Mrs,2
671,1,2,female,40,39.0,S,Mrs,3
672,0,1,male,31,52.0,S,Mr,2
673,0,2,male,70,10.5,S,Mr,1
674,1,2,male,31,13.0,S,Mr,1
675,0,2,male,30,0.0,S,Mr,1
676,0,3,male,18,7.775,S,Mr,1
677,0,3,male,24,8.05,S,Mr,1
678,1,3,female,18,9.8417,S,Miss,1
679,0,3,female,43,46.9,S,Mrs,8
680,1,1,male,36,512.3292,C,Mr,2
681,0,3,female,21,8.1375,Q,Miss,1
682,1,1,male,27,76.7292,C,Mr,1
683,0,3,male,20,9.225,S,Mr,1
684,0,3,male,14,46.9,S,Mr,8
685,0,2,male,60,39.0,S,Mr,3
686,0,2,male,25,41.5792,C,Mr,4
687,0,3,male,14,39.6875,S,Mr,6
688,0,3,male,19,10.1708,S,Mr,1
689,0,3,male,18,7.7958,S,Mr,1
690,1,1,female,15,211.3375,S,Miss,2
691,1,1,male,31,57.0,S,Mr,2
692,1,3,female,4,13.4167,C,Miss,2
693,1,3,male,26,56.4958,S,Mr,1
694,0,3,male,25,7.225,C,Mr,1
695,0,1,male,60,26.55,S,Col,1
696,0,2,male,52,13.5,S,Mr,1
697,0,3,male,44,8.05,S,Mr,1
698,1,3,female,21,7.7333,Q,Miss,1
699,0,1,male,49,110.8833,C,Mr,3
700,0,3,male,42,7.65,S,Mr,1
701,1,1,female,18,227.525,C,Mrs,2
702,1,1,male,35,26.2875,S,Mr,1
703,0,3,female,18,14.4542,C,Miss,2
704,0,3,male,25,7.7417,Q,Mr,1
705,0,3,male,26,7.8542,S,Mr,2
706,0,2,male,39,26.0,S,Mr,1
707,1,2,female,45,13.5,S,Mrs,1
708,1,1,male,42,26.2875,S,Mr,1
709,1,1,female,22,151.55,S,Miss,1
710,1,3,male,26,15.2458,C,Master,3
711,1,1,female,24,49.5042,C,Mlle,1
712,0,1,male,41,26.55,S,Mr,1
713,1,1,male,48,52.0,S,Mr,2
714,0,3,male,29,9.4833,S,Mr,1
715,0,2,male,52,13.0,S,Mr,1
716,0,3,male,19,7.65,S,Mr,1
717,1,1,female,38,227.525,C,Miss,1
718,1,2,female,27,10.5,S,Miss,1
719,0,3,male,26,15.5,Q,Mr,1
720,0,3,male,33,7.775,S,Mr,1
721,1,2,female,6,33.0,S,Miss,2
722,0,3,male,17,7.0542,S,Mr,2
723,0,2,male,34,13.0,S,Mr,1
724,0,2,male,50,13.0,S,Mr,1
725,1,1,male,27,53.1,S,Mr,2
726,0,3,male,20,8.6625,S,Mr,1
727,1,2,female,30,21.0,S,Mrs,4
728,1,3,female,21,7.7375,Q,Miss,1
729,0,2,male,25,26.0,S,Mr,2
730,0,3,female,25,7.925,S,Miss,2
731,1,1,female,29,211.3375,S,Miss,1
732,0,3,male,11,18.7875,C,Mr,1
733,0,2,male,30,0.0,S,Mr,1
734,0,2,male,23,13.0,S,Mr,1
735,0,2,male,23,13.0,S,Mr,1
736,0,3,male,28,16.1,S,Mr,1
737,0,3,female,48,34.375,S,Mrs,5
738,1,1,male,35,512.3292,C,Mr,1
739,0,3,male,26,7.8958,S,Mr,1
740,0,3,male,26,7.8958,S,Mr,1
741,1,1,male,41,30.0,S,Mr,1
742,0,1,male,36,78.85,S,Mr,2
743,1,1,female,21,262.375,C,Miss,5
744,0,3,male,24,16.1,S,Mr,2
745,1,3,male,31,7.925,S,Mr,1
746,0,1,male,70,71.0,S,Capt,3
747,0,3,male,16,20.25,S,Mr,3
748,1,2,female,30,13.0,S,Miss,1
749,0,1,male,19,53.1,S,Mr,2
750,0,3,male,31,7.75,Q,Mr,1
751,1,2,female,4,23.0,S,Miss,3
752,1,3,male,6,12.475,S,Master,2
753,0,3,male,33,9.5,S,Mr,1
754,0,3,male,23,7.8958,S,Mr,1
755,1,2,female,48,65.0,S,Mrs,4
756,1,2,male,0,14.5,S,Master,3
757,0,3,male,28,7.7958,S,Mr,1
758,0,2,male,18,11.5,S,Mr,1
759,0,3,male,34,8.05,S,Mr,1
760,1,1,female,33,86.5,S,the Countess,1
761,0,3,male,26,14.5,S,Mr,1
762,0,3,male,41,7.125,S,Mr,1
763,1,3,male,20,7.2292,C,Mr,1
764,1,1,female,36,120.0,S,Mrs,4
765,0,3,male,16,7.775,S,Mr,1
766,1,1,female,51,77.9583,S,Mrs,2
767,0,1,male,41,39.6,C,Dr,1
768,0,3,female,30,7.75,Q,Miss,1
769,0,3,male,26,24.15,Q,Mr,2
770,0,3,male,32,8.3625,S,Mr,1
771,0,3,male,24,9.5,S,Mr,1
772,0,3,male,48,7.8542,S,Mr,1
773,0,2,female,57,10.5,S,Mrs,1
774,0,3,male,26,7.225,C,Mr,1
775,1,2,female,54,23.0,S,Mrs,5
776,0,3,male,18,7.75,S,Mr,1
777,0,3,male,26,7.75,Q,Mr,1
778,1,3,female,5,12.475,S,Miss,1
779,0,3,male,26,7.7375,Q,Mr,1
780,1,1,female,43,211.3375,S,Mrs,2
781,1,3,female,13,7.2292,C,Miss,1
782,1,1,female,17,57.0,S,Mrs,2
783,0,1,male,29,30.0,S,Mr,1
784,0,3,male,26,23.45,S,Mr,4
785,0,3,male,25,7.05,S,Mr,1
786,0,3,male,25,7.25,S,Mr,1
787,1,3,female,18,7.4958,S,Miss,1
788,0,3,male,8,29.125,Q,Master,6
789,1,3,male,1,20.575,S,Master,4
790,0,1,male,46,79.2,C,Mr,1
791,0,3,male,26,7.75,Q,Mr,1
792,0,2,male,16,26.0,S,Mr,1
793,0,3,female,21,69.55,S,Miss,11
794,0,1,male,41,30.6958,C,Mr,1
795,0,3,male,25,7.8958,S,Mr,1
796,0,2,male,39,13.0,S,Mr,1
797,1,1,female,49,25.9292,S,Dr,1
798,1,3,female,31,8.6833,S,Mrs,1
799,0,3,male,30,7.2292,C,Mr,1
800,0,3,female,30,24.15,S,Mrs,3
801,0,2,male,34,13.0,S,Mr,1
802,1,2,female,31,26.25,S,Mrs,3
803,1,1,male,11,120.0,S,Master,4
804,1,3,male,0,8.5167,C,Master,2
805,1,3,male,27,6.975,S,Mr,1
806,0,3,male,31,7.775,S,Mr,1
807,0,1,male,39,0.0,S,Mr,1
808,0,3,female,18,7.775,S,Miss,1
809,0,2,male,39,13.0,S,Mr,1
810,1,1,female,33,53.1,S,Mrs,2
811,0,3,male,26,7.8875,S,Mr,1
812,0,3,male,39,24.15,S,Mr,1
813,0,2,male,35,10.5,S,Mr,1
814,0,3,female,6,31.275,S,Miss,7
815,0,3,male,30,8.05,S,Mr,1
816,0,1,male,41,0.0,S,Mr,1
817,0,3,female,23,7.925,S,Miss,1
818,0,2,male,31,37.0042,C,Mr,3
819,0,3,male,43,6.45,S,Mr,1
820,0,3,male,10,27.9,S,Master,6
821,1,1,female,52,93.5,S,Mrs,3
822,1,3,male,27,8.6625,S,Mr,1
823,0,1,male,38,0.0,S,Jonkheer,1
824,1,3,female,27,12.475,S,Mrs,2
825,0,3,male,2,39.6875,S,Master,6
826,0,3,male,26,6.95,Q,Mr,1
827,0,3,male,26,56.4958,S,Mr,1
828,1,2,male,1,37.0042,C,Master,3
829,1,3,male,26,7.75,Q,Mr,1
831,1,3,female,15,14.4542,C,Mrs,2
832,1,2,male,0,18.75,S,Master,3
833,0,3,male,26,7.2292,C,Mr,1
834,0,3,male,23,7.8542,S,Mr,1
835,0,3,male,18,8.3,S,Mr,1
836,1,1,female,39,83.1583,C,Miss,3
837,0,3,male,21,8.6625,S,Mr,1
838,0,3,male,26,8.05,S,Mr,1
839,1,3,male,32,56.4958,S,Mr,1
840,1,1,male,41,29.7,C,Mr,1
841,0,3,male,20,7.925,S,Mr,1
842,0,2,male,16,10.5,S,Mr,1
843,1,1,female,30,31.0,C,Miss,1
844,0,3,male,34,6.4375,C,Mr,1
845,0,3,male,17,8.6625,S,Mr,1
846,0,3,male,42,7.55,S,Mr,1
847,0,3,male,26,69.55,S,Mr,11
848,0,3,male,35,7.8958,C,Mr,1
849,0,2,male,28,33.0,S,Rev,2
850,1,1,female,34,89.1042,C,Mrs,2
851,0,3,male,4,31.275,S,Master,7
852,0,3,male,74,7.775,S,Mr,1
853,0,3,female,9,15.2458,C,Miss,3
854,1,1,female,16,39.4,S,Miss,2
855,0,2,female,44,26.0,S,Mrs,2
856,1,3,female,18,9.35,S,Mrs,2
857,1,1,female,45,164.8667,S,Mrs,3
858,1,1,male,51,26.55,S,Mr,1
859,1,3,female,24,19.2583,C,Mrs,4
860,0,3,male,26,7.2292,C,Mr,1
861,0,3,male,41,14.1083,S,Mr,3
862,0,2,male,21,11.5,S,Mr,2
863,1,1,female,48,25.9292,S,Mrs,1
864,0,3,female,21,69.55,S,Miss,11
865,0,2,male,24,13.0,S,Mr,1
866,1,2,female,42,13.0,S,Mrs,1
867,1,2,female,27,13.8583,C,Miss,2
868,0,1,male,31,50.4958,S,Mr,1
869,0,3,male,26,9.5,S,Mr,1
870,1,3,male,4,11.1333,S,Master,3
871,0,3,male,26,7.8958,S,Mr,1
872,1,1,female,47,52.5542,S,Mrs,3
873,0,1,male,33,5.0,S,Mr,1
874,0,3,male,47,9.0,S,Mr,1
875,1,2,female,28,24.0,C,Mrs,2
876,1,3,female,15,7.225,C,Miss,1
877,0,3,male,20,9.8458,S,Mr,1
878,0,3,male,19,7.8958,S,Mr,1
879,0,3,male,26,7.8958,S,Mr,1
880,1,1,female,56,83.1583,C,Mrs,2
881,1,2,female,25,26.0,S,Mrs,2
882,0,3,male,33,7.8958,S,Mr,1
883,0,3,female,22,10.5167,S,Miss,1
884,0,2,male,28,10.5,S,Mr,1
885,0,3,male,25,7.05,S,Mr,1
886,0,3,female,39,29.125,Q,Mrs,6
887,0,2,male,27,13.0,S,Rev,1
888,1,1,female,19,30.0,S,Miss,1
889,0,3,female,21,23.45,S,Miss,4
890,1,1,male,26,30.0,C,Mr,1
891,0,3,male,32,7.75,Q,Mr,1
